City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Vilcun,CL,2022-04-15 23:08:16,-38.65,-72.2333,50.74,81,19,2.75
282,Meiganga,CM,2022-04-15 23:08:16,6.5167,14.3,69.67,82,94,2.84
283,Walvis Bay,NA,2022-04-15 23:08:17,-22.9575,14.5053,57.09,80,0,8.68
284,Atengo,MX,2022-04-15 23:08:17,20.1667,-99.3333,81.64,28,97,19.51
285,Limbang,MY,2022-04-15 23:08:17,4.75,115.0,78.91,96,70,0.96
286,Nanortalik,GL,2022-04-15 23:08:18,60.1432,-45.2371,26.42,76,82,8.86
287,Muravlenko,RU,2022-04-15 23:08:18,63.7898,74.523,32.7,99,100,6.64
288,Nurota,UZ,2022-04-15 23:08:18,40.5614,65.6886,67.66,28,83,3.18
289,Damaturu,NG,2022-04-15 23:08:19,11.747,11.9608,89.33,32,100,10.96
290,Kichera,RU,2022-04-15 23:08:19,55.9375,110.0997,31.26,89,97,4.18
291,Aktau,KZ,2022-04-15 23:08:19,43.65,51.2,45.18,73,54,11.16
292,Road Town,VG,2022-04-15 23:08:20,18.4167,-64.6167,78.89,73,20,10.36
293,Tiarei,PF,2022-04-15 23:08:20,-17.5333,-149.3333,87.82,71,6,17.76
294,Pierre,US,2022-04-15 23:08:20,44.3683,-100.351,36.86,41,40,20.71
295,Inta,RU,2022-04-15 23:08:21,66.0317,60.1659,19.58,94,100,6.98
296,Lompoc,US,2022-04-15 23:03:47,34.6391,-120.4579,72.79,72,75,24.0
297,Mahajanga,MG,2022-04-15 23:08:21,-15.7167,46.3167,73.42,83,20,2.3
298,Leninsk,RU,2022-04-15 23:08:21,48.7119,45.1994,46.56,76,42,3.49
299,Fernie,CA,2022-04-15 23:08:22,49.5,-115.0687,33.89,40,98,4.36
300,Linhares,BR,2022-04-15 23:08:22,-19.3911,-40.0722,72.75,67,99,12.39
301,Nantong,CN,2022-04-15 23:08:22,32.0303,120.8747,50.7,66,95,6.42
302,Valdivia,CL,2022-04-15 23:08:23,-39.8142,-73.2459,55.49,95,25,1.86
303,Beloha,MG,2022-04-15 23:07:22,-25.1667,45.05,76.8,70,83,5.41
304,Itoman,JP,2022-04-15 23:08:23,26.1247,127.6694,70.57,65,40,19.57
305,Sfantu Gheorghe,RO,2022-04-15 23:08:23,45.8667,25.7833,55.27,71,100,1.86
306,Khipro,PK,2022-04-15 23:08:24,25.8285,69.3772,83.17,34,0,14.29
307,Huntingdon,GB,2022-04-15 23:08:24,52.3305,-0.1865,52.79,82,72,4.0
308,Nishihara,JP,2022-04-15 23:05:07,26.1842,127.7558,69.85,66,75,19.57
309,Khatanga,RU,2022-04-15 23:08:25,71.9667,102.5,18.81,85,100,11.16
310,Santa Cruz,BO,2022-04-15 23:04:04,-17.8,-63.1667,75.25,46,2,3.44
311,Chimoio,MZ,2022-04-15 23:08:25,-19.1164,33.4833,67.39,99,15,0.31
312,Yulara,AU,2022-04-15 23:05:44,-25.2406,130.9889,76.84,33,35,6.91
313,Phangnga,TH,2022-04-15 23:08:25,8.4509,98.5298,78.84,90,34,2.95
314,Pedasi,PA,2022-04-15 23:08:26,7.5333,-80.0333,82.06,74,60,10.4
315,Berlevag,NO,2022-04-15 23:08:26,70.8578,29.0864,37.2,97,100,26.31
316,Port Hardy,CA,2022-04-15 23:08:26,50.6996,-127.4199,44.96,55,64,4.72
317,Tuburan,PH,2022-04-15 23:08:27,6.6439,122.2736,80.67,77,99,2.1
318,Saint-Augustin,CA,2022-04-15 23:08:27,51.226,-58.6502,31.15,94,100,5.82
319,Khrebtovaya,RU,2022-04-15 23:09:27,56.7032,104.2494,28.18,96,91,2.57
320,Morant Bay,JM,2022-04-15 23:09:28,17.8815,-76.4093,83.71,76,1,11.41
321,Khash,IR,2022-04-15 23:09:28,28.2211,61.2158,72.43,23,95,3.78
322,Abu Samrah,SY,2022-04-15 23:09:28,35.3029,37.1841,55.42,49,0,6.04
323,Santa Rosalia,MX,2022-04-15 23:09:29,27.3167,-112.2833,78.42,28,94,0.85
324,Tekeli,KZ,2022-04-15 23:09:29,44.83,78.8239,47.03,32,0,10.74
325,Yelets,RU,2022-04-15 23:09:29,52.6237,38.5017,48.16,68,100,6.55
326,Kopeysk,RU,2022-04-15 23:09:30,55.131,61.6792,50.25,68,8,16.2
327,Ossora,RU,2022-04-15 23:05:41,59.2353,163.0719,27.14,71,49,4.34
328,Clyde River,CA,2022-04-15 23:09:30,70.4692,-68.5914,-13.13,94,27,5.12
329,Kurchum,KZ,2022-04-15 23:09:30,48.5722,83.6542,40.1,38,0,4.97
330,High Level,CA,2022-04-15 23:09:31,58.5169,-117.136,29.93,73,100,4.38
331,Tieling,CN,2022-04-15 23:09:31,42.2931,123.8414,48.07,36,0,8.72
332,Taoudenni,ML,2022-04-15 23:09:31,22.6783,-3.9836,78.55,18,0,11.97
333,Ballina,AU,2022-04-15 23:09:31,-28.8667,153.5667,69.98,90,85,8.39
334,Port Keats,AU,2022-04-15 23:09:32,-14.25,129.55,82.45,71,75,4.07
335,Lagoa,PT,2022-04-15 23:09:32,39.05,-27.9833,58.73,73,100,12.8
336,Jalingo,NG,2022-04-15 23:08:12,8.8833,11.3667,86.36,51,100,3.27
337,Shu,KZ,2022-04-15 23:09:33,43.5983,73.7614,56.28,57,3,5.68
338,Riachao Do Jacuipe,BR,2022-04-15 23:09:33,-11.8069,-39.3856,83.16,59,59,6.85
339,Porto Novo,BJ,2022-04-15 23:09:33,6.4965,2.6036,81.41,82,55,6.8
340,Nadym,RU,2022-04-15 23:09:34,65.5333,72.5167,25.92,95,100,10.45
341,Mildura,AU,2022-04-15 23:05:45,-34.2,142.15,69.08,57,1,4.63
342,Warrnambool,AU,2022-04-15 23:09:34,-38.3833,142.4833,62.82,85,59,4.27
343,Henties Bay,NA,2022-04-15 23:09:34,-22.116,14.2845,59.16,85,0,9.42
344,Manggar,ID,2022-04-15 23:09:35,-2.8833,108.2667,79.12,80,100,3.02
345,Staryy Oskol,RU,2022-04-15 23:09:35,51.2967,37.8417,48.06,68,97,6.93
346,Pemangkat,ID,2022-04-15 23:09:35,1.1667,108.9667,77.27,89,86,4.92
347,Vostok,RU,2022-04-15 23:09:36,46.4856,135.8833,38.5,59,91,5.08
348,La Ronge,CA,2022-04-15 23:08:32,55.1001,-105.2842,27.97,55,100,4.63
349,Hrebinka,UA,2022-04-15 23:09:17,50.1171,32.4361,49.64,70,100,8.86
350,Dano,BF,2022-04-15 23:09:36,11.15,-3.0667,90.36,39,100,10.09
351,Aranda De Duero,ES,2022-04-15 23:09:37,41.6704,-3.6892,52.72,78,0,3.06
352,Lorengau,PG,2022-04-15 23:09:37,-2.0226,147.2712,84.36,70,53,4.63
353,Noratus,AM,2022-04-15 23:09:37,40.3755,45.1772,34.86,76,47,5.3
354,Sao Felix Do Xingu,BR,2022-04-15 23:09:37,-6.6447,-51.995,73.33,96,99,1.07
355,Kruisfontein,ZA,2022-04-15 23:09:38,-34.0033,24.7314,53.89,76,100,6.11
356,Yar-Sale,RU,2022-04-15 23:09:38,66.8333,70.8333,17.24,87,100,8.32
357,Malartic,CA,2022-04-15 23:09:38,48.1335,-78.1328,32.11,72,100,10.07
358,Vicosa Do Ceara,BR,2022-04-15 23:09:39,-3.5622,-41.0922,68.27,98,49,3.2
359,Kununurra,AU,2022-04-15 23:09:39,-15.7667,128.7333,78.78,89,25,0.0
360,Thunder Bay,CA,2022-04-15 23:09:39,48.4001,-89.3168,28.29,69,100,7.0
361,Ittiri,IT,2022-04-15 23:09:40,40.5929,8.5684,47.3,39,43,1.68
362,Ascension,US,2022-04-15 23:09:40,30.2169,-90.9001,80.08,80,100,9.22
363,Namibe,AO,2022-04-15 23:09:40,-15.1961,12.1522,71.42,76,62,3.6
364,San Juan,AR,2022-04-15 23:06:04,-31.5375,-68.5364,71.37,36,37,9.51
365,Muncie,US,2022-04-15 23:06:44,40.1934,-85.3864,66.13,22,100,26.46
366,Oudtshoorn,ZA,2022-04-15 23:10:41,-33.5907,22.2014,51.48,76,36,1.72
367,Cabra,ES,2022-04-15 23:06:29,37.4725,-4.4421,58.73,67,15,3.47
368,Deputatskiy,RU,2022-04-15 23:10:41,69.3,139.9,8.1,75,100,2.13
369,Islamkot,PK,2022-04-15 23:10:42,24.6997,70.177,75.81,70,0,13.76
370,San Carlos De Bariloche,AR,2022-04-15 23:10:26,-41.1456,-71.3082,55.15,58,0,11.5
371,Yerbogachen,RU,2022-04-15 23:10:42,61.2767,108.0108,20.53,87,100,2.42
372,Olinda,BR,2022-04-15 23:10:42,-8.0089,-34.8553,83.93,74,20,6.91
373,Poya,NC,2022-04-15 23:10:43,-21.35,165.15,78.55,70,26,6.2
374,Asyut,EG,2022-04-15 23:10:43,27.181,31.1837,71.8,21,0,4.83
375,Fonte Boa,BR,2022-04-15 23:10:43,-2.4959,-66.2662,74.86,97,98,2.17
376,Marrakesh,MA,2022-04-15 23:07:15,31.6315,-8.0083,71.67,37,0,6.91
377,Toma,BF,2022-04-15 23:10:44,12.7667,-2.8833,92.39,26,98,7.0
378,Pacific Grove,US,2022-04-15 23:10:44,36.6177,-121.9166,66.54,69,0,13.8
379,Ilesha,NG,2022-04-15 23:10:44,7.1371,5.2583,74.26,95,49,2.44
380,Izhma,RU,2022-04-15 23:10:44,65.0083,53.9113,24.04,89,100,9.19
381,Olkhovka,RU,2022-04-15 23:10:45,53.2115,60.6069,45.54,72,10,17.87
382,Fortuna,US,2022-04-15 23:10:45,40.5982,-124.1573,50.94,60,40,5.75
383,Emilio Carranza,MX,2022-04-15 23:10:45,19.9711,-96.6114,82.98,73,83,10.0
384,Trinidad,BO,2022-04-15 23:08:35,-14.8333,-64.9,78.78,57,78,4.61
385,Riyadh,SA,2022-04-15 23:10:25,24.6877,46.7219,78.94,28,96,7.96
386,Pimentel,PE,2022-04-15 23:10:46,-6.8367,-79.9342,66.49,77,20,23.02
387,Katsuura,JP,2022-04-15 23:10:46,35.1333,140.3,50.92,84,100,25.08
388,Nisia Floresta,BR,2022-04-15 23:10:46,-6.0911,-35.2086,83.21,83,25,7.58
389,Itaituba,BR,2022-04-15 23:10:47,-4.2761,-55.9836,75.09,98,100,1.66
390,Bilibino,RU,2022-04-15 23:10:47,68.0546,166.4372,25.52,78,97,2.39
391,Mkokotoni,TZ,2022-04-15 23:10:47,-5.8767,39.2547,78.21,90,96,9.17
392,Lokosovo,RU,2022-04-15 23:10:48,61.1333,74.8167,42.6,81,100,11.05
393,Barranca,PE,2022-04-15 23:10:48,-10.75,-77.7667,67.1,82,49,10.98
394,Sorland,NO,2022-04-15 23:10:48,67.667,12.6934,40.66,79,99,22.59
395,Cabadiangan,PH,2022-04-15 23:10:49,9.7531,122.4739,79.88,78,33,2.19
396,Nieuw Amsterdam,SR,2022-04-15 23:10:49,5.8833,-55.0833,79.14,85,40,5.75
397,Amnat Charoen,TH,2022-04-15 23:10:49,15.9167,104.75,79.18,69,23,6.82
398,Hong Gai,VN,2022-04-15 23:10:50,20.956,107.0946,78.71,98,91,5.53
399,Thinadhoo,MV,2022-04-15 23:10:50,0.5333,72.9333,82.76,68,28,4.45
400,Kedrovyy,RU,2022-04-15 23:10:50,56.1667,91.8167,32.41,92,80,4.21
401,Belen,TR,2022-04-15 23:10:51,36.4891,36.2233,48.34,67,0,6.91
402,Chitral,PK,2022-04-15 23:10:51,35.8462,71.7858,56.52,43,0,6.22
403,Samarai,PG,2022-04-15 23:10:51,-10.6167,150.6667,83.44,71,98,8.1
404,Hervey Bay,AU,2022-04-15 23:10:52,-25.2986,152.8535,71.46,64,3,14.83
405,Pingliang,CN,2022-04-15 23:10:52,35.5392,106.6861,37.49,95,100,6.17
406,Rehoboth,NA,2022-04-15 23:10:52,-23.3167,17.0833,61.25,52,23,2.53
407,Banda Aceh,ID,2022-04-15 23:10:53,5.5577,95.3222,80.11,79,95,2.91
408,Opuwo,NA,2022-04-15 23:10:53,-18.0607,13.84,68.59,49,49,4.41
409,Arlit,NE,2022-04-15 23:10:53,18.7369,7.3853,82.94,10,7,10.69
410,Guerrero Negro,MX,2022-04-15 23:10:53,27.9769,-114.0611,65.48,57,97,17.96
411,Miles City,US,2022-04-15 23:06:24,46.4083,-105.8406,29.37,64,100,13.8
412,Gedo,ET,2022-04-15 23:10:54,9.0167,37.45,56.73,84,100,1.77
413,Chegdomyn,RU,2022-04-15 23:10:54,51.1167,133.0167,35.49,85,100,3.94
414,Labuhan,ID,2022-04-15 23:11:55,-6.8844,112.2051,77.45,87,92,5.06
415,Pisco,PE,2022-04-15 23:11:55,-13.7,-76.2167,68.02,82,0,23.02
416,Abalak,RU,2022-04-15 23:11:55,58.1286,68.5944,48.2,82,90,7.65
417,Khandyga,RU,2022-04-15 23:11:55,62.6667,135.6,13.86,79,21,3.47
418,Bella Union,UY,2022-04-15 23:11:56,-30.2752,-57.6007,56.68,69,0,5.32
419,Bubaque,GW,2022-04-15 23:11:56,11.2833,-15.8333,74.62,73,6,19.13
420,Marsa Matruh,EG,2022-04-15 23:11:56,31.3525,27.2453,60.82,74,79,11.92
421,Kamina,CD,2022-04-15 23:11:57,-8.7386,24.9906,64.51,98,100,3.02
422,Borzna,UA,2022-04-15 23:11:57,51.2546,32.4269,51.33,89,100,13.06
423,Salisbury,GB,2022-04-15 23:09:07,51.0693,-1.7957,51.46,83,0,4.25
424,Ipixuna,BR,2022-04-15 23:11:57,-1.7625,-48.8043,74.59,96,99,3.06
425,Mawlamyine,MM,2022-04-15 23:11:58,16.4914,97.6256,80.29,78,19,4.76
426,Dovolnoye,RU,2022-04-15 23:11:58,54.4958,79.6671,45.52,60,11,8.9
427,Anadyr,RU,2022-04-15 23:11:58,64.75,177.4833,36.1,80,40,20.13
428,Mugur-Aksy,RU,2022-04-15 23:11:59,50.35,90.5,24.66,37,10,4.7
429,Lavrentiya,RU,2022-04-15 23:11:59,65.5833,-171.0,29.48,95,100,16.8
430,Huron,US,2022-04-15 23:11:59,41.1501,-82.5499,65.66,51,91,22.86
431,Galveston,US,2022-04-15 23:12:00,29.3669,-94.9669,83.01,84,100,11.5
432,Broome,US,2022-04-15 23:12:00,42.2506,-75.833,62.19,34,0,8.05
433,Buenaventura,CO,2022-04-15 23:10:01,3.8801,-77.0312,77.4,94,98,4.27
434,Colares,PT,2022-04-15 23:12:00,38.7992,-9.4469,60.8,72,14,15.01
435,Magistralnyy,RU,2022-04-15 23:12:01,56.1725,107.4458,33.21,94,100,1.01
436,Cranbrook,CA,2022-04-15 23:12:01,49.4999,-115.7688,37.13,40,91,7.02
437,Konstantinovka,RU,2022-04-15 23:12:01,49.6167,127.9833,38.23,58,92,15.57
438,Saint-Francois,FR,2022-04-15 23:12:02,46.4154,3.9054,54.68,76,0,3.44
439,Bemidji,US,2022-04-15 23:12:02,47.4736,-94.8803,21.9,74,100,24.16
440,Kirkland Lake,CA,2022-04-15 23:12:02,48.1446,-80.0377,32.2,76,100,9.57
441,Oskarshamn,SE,2022-04-15 23:12:03,57.2645,16.4484,33.75,83,3,6.53
442,Kahului,US,2022-04-15 23:12:03,20.8947,-156.47,82.42,68,40,26.46
443,Cherusti,RU,2022-04-15 23:12:04,55.5498,40.0107,40.48,92,100,8.88
444,Pangai,TO,2022-04-15 23:12:04,-19.8,-174.35,81.61,78,100,16.42
445,Saint Paul,US,2022-04-15 23:12:04,44.9444,-93.0933,33.87,54,75,17.27
446,Sharjah,AE,2022-04-15 23:11:50,25.3573,55.4033,85.98,39,0,3.44
447,Touros,BR,2022-04-15 23:12:05,-5.1989,-35.4608,80.22,81,33,9.91
448,Baoding,CN,2022-04-15 23:11:05,38.8511,115.4903,49.26,33,46,2.62
449,Plouzane,FR,2022-04-15 23:07:46,48.3833,-4.6167,48.52,100,100,5.75
450,Impfondo,CG,2022-04-15 23:12:05,1.6381,18.0667,71.06,93,96,1.95
451,Jucuaran,SV,2022-04-15 23:12:06,13.2539,-88.2478,79.36,58,86,6.53
452,Tateyama,JP,2022-04-15 23:12:06,34.9833,139.8667,52.11,82,100,20.29
453,Belinskiy,RU,2022-04-15 23:12:06,52.9647,43.4165,41.88,71,86,3.94
454,Zhuanghe,CN,2022-04-15 23:12:07,39.7008,122.9911,49.17,35,0,7.11
455,Horodnye,UA,2022-04-15 23:12:07,45.8908,28.8483,52.02,64,43,10.2
456,Hambantota,LK,2022-04-15 23:12:07,6.1241,81.1185,80.49,82,17,7.58
457,Rapid City,US,2022-04-15 23:10:35,44.0805,-103.231,33.46,51,100,20.71
458,Lucea,JM,2022-04-15 23:12:08,18.451,-78.1736,79.86,71,23,7.52
459,Stornoway,GB,2022-04-15 23:12:08,58.2093,-6.3865,50.94,93,75,0.0
460,Baliton,PH,2022-04-15 23:12:08,5.7436,125.2364,80.17,75,99,2.91
461,Chabahar,IR,2022-04-15 23:12:09,25.2919,60.643,80.44,72,47,5.5
462,Tezu,IN,2022-04-15 23:13:09,27.9167,96.1667,62.98,88,100,7.85
463,Port Hawkesbury,CA,2022-04-15 23:13:09,45.6169,-61.3485,40.91,98,100,11.5
464,Ugoofaaru,MV,2022-04-15 23:13:10,5.6667,73.0,84.0,74,48,10.58
465,Sibolga,ID,2022-04-15 23:13:10,1.7427,98.7792,78.19,86,100,1.92
466,Huancavelica,PE,2022-04-15 23:13:10,-12.7667,-74.9833,40.17,81,74,2.39
467,Finschhafen,PG,2022-04-15 23:13:11,-6.6024,147.8681,83.62,71,83,5.93
468,Buta,CD,2022-04-15 23:13:11,2.7858,24.73,70.34,99,100,0.94
469,Ngunguru,NZ,2022-04-15 23:13:11,-35.6167,174.5,63.81,74,95,4.94
470,Poddorye,RU,2022-04-15 23:13:12,57.4695,31.1156,34.09,91,87,8.57
471,Norman Wells,CA,2022-04-15 23:13:12,65.282,-126.8329,13.73,71,100,5.32
472,Acajutla,SV,2022-04-15 23:13:12,13.5928,-89.8275,85.98,64,52,9.75
473,Ancud,CL,2022-04-15 23:13:13,-41.8697,-73.8203,56.23,86,43,4.94
474,Bayana,IN,2022-04-15 23:13:13,26.9,77.2833,80.33,14,30,3.09
475,Sistranda,NO,2022-04-15 23:13:13,63.7256,8.834,42.76,87,89,11.52
476,Marsh Harbour,BS,2022-04-15 23:13:14,26.5412,-77.0636,71.38,84,100,19.22
477,Sioux Lookout,CA,2022-04-15 23:13:14,50.1001,-91.917,23.5,90,100,10.92
478,Yanam,IN,2022-04-15 23:13:14,16.7333,82.2167,77.45,97,37,3.29
479,Mehamn,NO,2022-04-15 23:13:14,71.0357,27.8492,35.89,98,100,24.32
480,Calvinia,ZA,2022-04-15 23:13:15,-31.4707,19.776,49.8,64,40,21.77
481,Okha,RU,2022-04-15 23:08:36,53.5739,142.9478,29.44,78,53,11.79
482,Jimenez,MX,2022-04-15 23:13:15,28.3333,-105.4,91.33,5,19,3.09
483,Atraulia,IN,2022-04-15 23:13:15,26.3333,82.95,82.27,14,30,3.98
484,Tulum,MX,2022-04-15 23:11:30,20.2167,-87.4667,82.2,65,27,7.02
485,Aripuana,BR,2022-04-15 23:13:16,-9.1667,-60.6333,74.53,98,93,0.87
486,Belaya Gora,RU,2022-04-15 23:13:16,68.5333,146.4167,11.89,87,97,3.78
487,Leningradskaya,RU,2022-04-15 23:13:17,46.3214,39.3877,44.33,97,43,6.55
488,Kumluca,TR,2022-04-15 23:13:17,36.3703,30.2869,62.42,47,8,1.83
489,Ocampo,MX,2022-04-15 23:13:17,21.65,-101.5,79.25,12,93,9.89
490,Migori,KE,2022-04-15 23:13:18,-1.0634,34.4731,64.08,88,100,2.66
491,Musoma,TZ,2022-04-15 23:13:18,-1.5,33.8,71.04,77,98,2.82
492,Hualmay,PE,2022-04-15 23:13:18,-11.0964,-77.6139,68.13,81,28,13.13
493,Megion,RU,2022-04-15 23:13:19,61.0296,76.1136,46.42,83,100,12.12
494,Nemuro,JP,2022-04-15 23:13:19,43.3236,145.575,33.89,87,100,20.18
495,Ariquemes,BR,2022-04-15 23:13:19,-9.9133,-63.0408,75.27,94,87,2.55
496,Kysyl-Syr,RU,2022-04-15 23:13:20,63.8986,122.7617,15.85,92,100,7.09
497,Never,FR,2022-04-15 23:13:20,46.9896,3.159,56.95,77,9,5.23
498,Bathsheba,BB,2022-04-15 23:13:20,13.2167,-59.5167,79.41,78,40,17.27
499,Karasjok,NO,2022-04-15 23:13:20,69.4719,25.5112,21.76,88,97,4.0
500,Seydi,TM,2022-04-15 23:09:12,39.4816,62.9137,72.75,38,100,15.84
501,Hearst,CA,2022-04-15 23:13:21,49.6835,-83.6665,31.28,88,100,9.24
502,Hasaki,JP,2022-04-15 23:13:21,35.7333,140.8333,50.29,85,100,33.26
503,Gotsu,JP,2022-04-15 23:13:22,35.0,132.2167,51.12,63,64,14.97
504,Natal,BR,2022-04-15 23:10:33,-5.795,-35.2094,83.05,74,40,11.5
505,Upernavik,GL,2022-04-15 23:13:22,72.7868,-56.1549,-11.33,98,9,8.72
506,Puri,IN,2022-04-15 23:13:22,19.8,85.85,79.32,87,64,18.86
507,Chowchilla,US,2022-04-15 23:13:23,37.123,-120.2602,74.88,35,0,5.75
508,Dingle,PH,2022-04-15 23:13:23,10.9995,122.6711,78.37,84,87,2.95
509,Celestun,MX,2022-04-15 23:13:23,20.8667,-90.4,81.66,77,19,18.81
510,Honningsvag,NO,2022-04-15 23:13:23,70.9821,25.9704,38.95,81,100,18.41
511,Dolores,AR,2022-04-15 23:14:24,-36.3132,-57.6792,52.92,87,0,8.5
512,Westerland,DE,2022-04-15 23:14:24,54.9079,8.3033,44.62,87,100,10.36
513,Dobre Miasto,PL,2022-04-15 23:14:24,53.9867,20.3975,39.18,68,96,14.58
514,Odweyne,SO,2022-04-15 23:14:25,9.4092,45.064,77.38,51,89,11.45
515,Boyabat,TR,2022-04-15 23:14:25,41.4689,34.7667,46.74,84,1,1.01
516,Tigil,RU,2022-04-15 23:14:25,57.8,158.6667,27.64,89,100,12.71
517,Kavieng,PG,2022-04-15 23:14:26,-2.5744,150.7967,83.37,75,56,10.65
518,Palana,RU,2022-04-15 23:14:26,59.1167,159.9667,23.38,87,98,13.58
519,San Lorenzo,PY,2022-04-15 23:12:50,-25.3333,-57.5333,63.54,68,0,2.3
520,Namatanai,PG,2022-04-15 23:14:26,-3.6667,152.4333,83.23,73,39,5.39
521,Lebedyn,UA,2022-04-15 23:14:27,50.5852,34.4849,51.1,67,100,12.1
522,Gayny,RU,2022-04-15 23:14:27,60.3071,54.3241,25.92,93,100,9.06
523,Kloulklubed,PW,2022-04-15 23:14:27,7.0419,134.2556,81.1,77,72,6.82
524,Khasan,RU,2022-04-15 23:14:28,42.4308,130.6434,46.45,47,1,4.29
525,Ginir,ET,2022-04-15 23:14:28,7.1333,40.7,60.96,81,100,4.97
526,Cedral,MX,2022-04-15 23:09:55,23.8,-100.7333,89.17,8,90,10.2
527,Raudeberg,NO,2022-04-15 23:14:28,61.9875,5.1352,45.86,74,76,11.56
528,Muisne,EC,2022-04-15 23:14:29,0.6,-80.0333,76.84,86,96,7.99
529,Mayo,US,2022-04-15 23:14:29,38.8876,-76.5119,69.21,36,0,17.0
530,Port-Gentil,GA,2022-04-15 23:14:29,-0.7193,8.7815,80.31,82,36,3.33
531,Grand Gaube,MU,2022-04-15 23:14:30,-20.0064,57.6608,76.37,85,24,10.0
532,Okhotsk,RU,2022-04-15 23:14:30,59.3833,143.3,18.68,80,47,6.82
533,Teahupoo,PF,2022-04-15 23:14:30,-17.8333,-149.2667,82.36,71,17,17.52
534,Ayagoz,KZ,2022-04-15 23:14:31,47.9714,80.4392,39.88,29,0,7.49
535,Kiruna,SE,2022-04-15 23:14:31,67.8557,20.2251,20.32,79,20,8.05
536,Emerald,AU,2022-04-15 23:14:21,-23.5333,148.1667,72.34,58,0,8.3
537,Bindura,ZW,2022-04-15 23:14:31,-17.3019,31.3306,65.97,83,47,1.9
538,Grootfontein,NA,2022-04-15 23:14:32,-19.5667,18.1167,63.0,73,27,5.32
539,Coihaique,CL,2022-04-15 23:14:32,-45.5752,-72.0662,54.21,87,40,3.44
540,Alofi,NU,2022-04-15 23:14:32,-19.0595,-169.9187,81.32,76,49,7.65
541,Ahipara,NZ,2022-04-15 23:14:33,-35.1667,173.1667,66.7,58,99,5.3
542,Shimoda,JP,2022-04-15 23:14:33,34.6667,138.95,47.1,89,100,15.39
543,Assiniboia,CA,2022-04-15 23:14:33,49.6334,-105.9845,20.37,83,100,7.67
544,San Juan Bautista,PE,2022-04-15 23:14:33,-14.0108,-75.7358,76.51,49,29,6.71
545,Muttupet,IN,2022-04-15 23:14:34,10.4,79.4833,84.36,77,42,13.49
546,Dongying,CN,2022-04-15 23:14:34,37.4564,118.4856,49.53,27,84,6.98
547,Bereda,ES,2022-04-15 23:14:34,43.2686,-7.5406,54.41,100,7,1.07
548,Buraydah,SA,2022-04-15 23:09:47,26.326,43.975,76.23,41,47,15.35
549,Comodoro Rivadavia,AR,2022-04-15 23:11:50,-45.8667,-67.5,67.86,37,0,23.02
550,Turukhansk,RU,2022-04-15 23:14:35,65.8167,87.9833,32.59,100,100,4.72
551,Hami,CN,2022-04-15 23:14:35,42.8,93.45,42.1,45,67,8.5
552,Villarrica,PY,2022-04-15 23:14:36,-25.75,-56.4333,57.0,86,0,5.1
553,Ikwiriri,TZ,2022-04-15 23:14:36,-7.9562,38.9716,72.5,99,100,2.51
554,Bumba,CD,2022-04-15 23:14:36,2.1833,22.4667,71.69,93,96,1.83
555,Esil,KZ,2022-04-15 23:14:37,51.9556,66.4042,53.02,64,100,10.6
556,Manakara,MG,2022-04-15 23:14:37,-22.1333,48.0167,75.0,90,98,5.21
557,Gusau,NG,2022-04-15 23:14:37,12.1628,6.6614,84.25,48,86,3.67
558,Vestmanna,FO,2022-04-15 23:15:38,62.1564,-7.1664,45.52,93,100,10.36
559,Urumqi,CN,2022-04-15 23:15:38,43.801,87.6005,38.35,20,0,4.47
560,Wad Rawah,SD,2022-04-15 23:15:38,15.1603,33.1397,89.56,8,2,14.2
561,Eha Amufu,NG,2022-04-15 23:15:38,6.6592,7.7596,80.4,76,75,5.84
562,Kamenka,RU,2022-04-15 23:15:39,51.3223,42.7678,44.64,71,92,5.79
563,Pocinhos,BR,2022-04-15 23:15:39,-7.0767,-36.0611,75.49,83,34,11.36
